transaction_id,instrument_id,instrument_name,instrument_industry,industry_sector,buy_or_sell,units,transaction_date,transaction_time,account_number,account_first_name,account_last_name,account_gender,account_country,account_city
7b645313-f89f-4b30-9fd2-2d79594e852c,ETX           ,Eaton Vance Municipal Income 2028 Term Trust,n/a,n/a,SELL,7502,2018-09-03,22:04,16,Brittan,Egginson,Female,Indonesia,Kubangsari
bf86fb55-b96c-4783-b1c1-056a78cdd7d8,ECPG,Encore Capital Group Inc,Finance Companies,Finance,SELL,2893,2018-08-08,22:53,17,Ermanno,Strother,Male,Indonesia,Sila
c2d62018-ade0-4952-9a00-e9aa749cb589,TEX,Terex Corporation,Construction/Ag Equipment/Trucks,Capital Goods,SELL,8336,2018-07-09,10:00,18,Ilene,Fogarty,Female,Philippines,Panikihan
e5c813f6-5e7c-43e3-ab30-4c3a136d59dd,UBNT,"Ubiquiti Networks, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,BUY,3499,2018-09-11,5:08,19,Romeo,Jowling,Male,Chad,Mao
e7b9bb36-ce32-4f83-b1f5-a3b3caed547e,OSIS,"OSI Systems, Inc.",Semiconductors,Technology,SELL,303,2018-07-05,20:10,20,Elysee,Fellow,Female,Russia,Chechen-Aul
9d96bebe-14d4-44a6-886c-c0312d6378f6,STRS,Stratus Properties Inc.,Homebuilding,Consumer Services,SELL,5351,2018-06-28,12:09,21,Darb,Bromet,Male,China,Baisha
6228c1ef-d977-4437-aefa-7750068af6b9,ITRI,"Itron, Inc.",Electrical Products,Capital Goods,SELL,3628,2018-09-23,18:36,22,Rivi,Annon,Female,Sweden,Göteborg
0748ae77-2f5a-4cde-a49c-ae28976cd1fe,NWLI,"National Western Life Group, Inc.",Life Insurance,Finance,SELL,351,2019-04-12,0:59,23,Ody,Mullins,Male,Kazakhstan,Balqash
962ec1d3-d6ba-4865-b52e-d104b8c1ebb1,CCE,Coca-Cola European Partners plc,Beverages (Production/Distribution),Consumer Non-Durables,SELL,6602,2019-03-23,18:57,24,Jameson,Shackel,Male,Netherlands,Lelystad
c2e16fac-aee9-4953-ab29-4fc1a400a4e0,DXCM,"DexCom, Inc.",Medical/Dental Instruments,Health Care,SELL,2635,2018-07-26,2:33,25,Sephira,Dennidge,Female,Brazil,Santa Isabel
3e564bb0-ad24-4ae6-940f-8fe51b50e0b1,RIC,"Richmont Mines, Inc.",Precious Metals,Basic Industries,BUY,5899,2018-08-28,19:59,26,Abey,Vickers,Male,Kyrgyzstan,Isfana
c41e6639-ba65-43f8-b1d5-629685f36dc3,FIVN,"Five9, Inc.",EDP Services,Technology,BUY,9300,2018-10-14,20:17,27,Sherline,Boribal,Female,Tanzania,Namikupa
039e50f2-599e-457e-974a-7b3509c2e387,SSI,"Stage Stores, Inc.",Clothing/Shoe/Accessory Stores,Consumer Services,SELL,7323,2018-05-11,3:41,28,Vina,Manoelli,Female,Japan,Ōnojō
c4cf2c84-a886-4b36-beca-00f02eab093c,XNY,China Xiniya Fashion Limited,Apparel,Consumer Non-Durables,SELL,7760,2019-04-09,13:27,29,Mame,Rowesby,Female,Finland,Kouvola
708b6c79-06fd-452b-b795-4a520a785a15,THR,"Thermon Group Holdings, Inc.",Industrial Machinery/Components,Energy,BUY,582,2018-05-08,4:00,30,Christal,Flobert,Female,Canada,Mont-Royal
3456de98-52b9-43c6-bac1-823ba3ddb697,PFSI,"PennyMac Financial Services, Inc.",Finance: Consumer Services,Finance,BUY,979,2018-09-27,6:38,31,Dennie,Rykert,Female,Indonesia,Tanahwulan
bd4b2cf2-aa87-4509-8df5-a0307787fa26,HK.WS,Halcon Resources Corporation,n/a,n/a,BUY,6983,2018-05-09,8:33,32,Mayor,Ambroziak,Male,Morocco,Tifni
1643a1db-ef27-4c65-b9a6-7e09fe9902f7,FGL,Fidelity and Guaranty Life,Life Insurance,Finance,BUY,6941,2018-11-05,10:12,33,Artair,Starford,Male,Ukraine,Kamennyye Potoki
826e20d6-f7ed-4eba-bcb0-67ae8d92f03d,BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a,SELL,5338,2019-04-02,7:52,34,Fianna,Coggings,Female,Sweden,Hässleholm
0b73d5e6-4cfe-48d4-a9e9-5d951baba7d2,BPI,"Bridgepoint Education, Inc.",Other Consumer Services,Consumer Services,SELL,641,2018-06-04,13:25,35,Lorelle,Tremonte,Female,Indonesia,Oenpeotnai
01371ef1-977e-4cae-905b-7387acaaecaf,CREE,"Cree, Inc.",Semiconductors,Technology,BUY,9683,2018-08-25,13:11,36,Merrile,Emanuel,Female,China,Ziyang
e2dd4d2b-ee45-4c9f-b63c-5966b3aa8566,FMAO,"Farmers & Merchants Bancorp, Inc.",Savings Institutions,Finance,SELL,959,2018-09-30,5:44,37,Marlane,MacTavish,Female,Brazil,Ribeirão da Ilha
4f526c0f-5850-4bcf-bb47-f5cccfe246fd,UFS,Domtar Corporation,Paper,Basic Industries,SELL,9032,2018-07-12,4:53,38,Arlin,Giacobazzi,Male,Croatia,Vrbovec
1515e4b3-2e8c-4b2f-ab9d-785f2d8254ff,SFUN,Fang Holdings Limited,EDP Services,Technology,SELL,260,2019-02-24,12:02,39,Gualterio,Kleewein,Male,Finland,Varkaus
d7d3f193-a280-4d14-b9c5-f9ee6877cba7,TSEM,Tower Semiconductor Ltd.,Semiconductors,Technology,BUY,8793,2019-01-30,15:22,40,Gillie,Wimpey,Female,Israel,Kefar Tavor
691364bb-b1ed-46c4-8c7d-114e1b07e977,EP^C,El Paso Corporation,Natural Gas Distribution,Public Utilities,SELL,7505,2018-12-28,9:40,41,Lu,Clutram,Female,Panama,Nuevo Arraiján
f551b137-f8ab-4e61-9c3f-67de5391fdc8,FLN,First Trust Latin America AlphaDEX Fund,n/a,n/a,SELL,5227,2019-03-27,0:37,42,Sibbie,Mortlock,Female,Czech Republic,Hostivice
1bd09307-b392-4815-a2cd-c3fc25e084e2,DRWI,DragonWave Inc,Telecommunications Equipment,Public Utilities,BUY,3884,2018-07-05,22:35,43,Leila,Adam,Female,Serbia,Kikinda
52ee50b5-9620-4ac4-9e2f-d501ab0bffec,CLNS^H,"Colony NorthStar, Inc.",n/a,n/a,SELL,5044,2018-04-15,19:40,44,Forrester,Jeskin,Male,Mexico,Isidro Fabela
c317c10c-a14f-4682-94b9-d5d3875a31ad,CNCO,Cencosud S.A.,Department/Specialty Retail Stores,Consumer Services,SELL,5971,2018-05-20,1:52,45,Val,Tumielli,Female,China,Wenjiao
bddeaff2-c626-4b0f-8aaf-2d0f701e9210,AMG,"Affiliated Managers Group, Inc.",Investment Managers,Finance,BUY,9729,2018-07-11,19:42,46,Luther,Kunc,Male,North Korea,Yuktae-dong
3ac867cc-b96b-4f7e-b6b9-4ae090c0de3e,ESS,"Essex Property Trust, Inc.",Real Estate Investment Trusts,Consumer Services,SELL,8433,2018-11-06,10:59,47,Bertie,McKitterick,Female,South Korea,Gyodong
3b3e6513-e99b-43f8-bd7c-5d7ff6db5ddf,AGN,Allergan plc.,Major Pharmaceuticals,Health Care,BUY,807,2018-09-19,20:31,48,Zitella,Cumming,Female,Indonesia,Cibinong
f7b17ebc-959d-4836-87c0-6e639f34ed33,SOL,Renesola Ltd.,Semiconductors,Technology,SELL,4765,2019-02-05,10:12,49,Abrahan,McKinlay,Male,Brazil,Fartura
34280e28-8902-4c10-90fb-47114fc75740,EHIC,eHi Car Services Limited,Rental/Leasing Companies,Consumer Services,BUY,638,2018-09-20,17:14,50,Nessa,Leahy,Female,Sweden,Valbo
c7b31442-aa33-449c-8fea-b97f2828ca93,FSBW,"FS Bancorp, Inc.",Banks,Finance,SELL,4776,2019-03-27,17:08,51,Anabelle,Poate,Female,Indonesia,Kawangkoan
a986e135-13d0-439f-b4b8-73f00422d444,EAI,"Entergy Arkansas, Inc.",Electric Utilities: Central,Public Utilities,BUY,4282,2019-03-08,19:15,52,Crin,Gilfillan,Female,Greece,Foúrnoi
db4efbec-45b4-4e9c-be2b-87ece7dfe2a1,AHC,A.H. Belo Corporation,Newspapers/Magazines,Consumer Services,BUY,5962,2019-01-30,14:58,53,Marsh,Botwright,Male,Poland,Podedwórze
eb58fdb4-6962-4bc0-90fb-f879029d4b91,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,n/a,n/a,BUY,3851,2018-05-25,7:04,54,Merle,MacKonochie,Female,Indonesia,Tanahgrogot
5f0d43e9-c076-41e0-84c4-fbe659c78043,ELS^C,"Equity Lifestyle Properties, Inc.",n/a,n/a,BUY,9946,2018-08-14,21:34,55,Shadow,Skerritt,Male,China,Poxi
15703659-7210-4e4d-b14e-4c4860119870,USB^A,U.S. Bancorp,Major Banks,Finance,SELL,1567,2018-04-30,4:56,56,Johnna,Joule,Female,China,Jialu
00499fd4-3a37-49ca-9f15-edd78d362159,INSY,"Insys Therapeutics, Inc.",Major Pharmaceuticals,Health Care,BUY,4466,2018-12-20,10:33,57,Merralee,Eatock,Female,Lithuania,Rusnė
1acf335b-1dd7-4d9c-8f9f-4546d9f2ecb7,MDWD,MediWound Ltd.,Specialty Chemicals,Consumer Durables,BUY,3012,2018-08-21,5:42,58,Darci,Hannabuss,Female,China,Hetou
8e3b6362-1c08-4f58-a79c-1f19def0c5af,BVXVW,BiondVax Pharmaceuticals Ltd.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,BUY,206,2018-11-29,0:01,59,Rhianna,Noice,Female,Philippines,Bulacnin
11ef7007-2b47-4fad-b8f8-c1f2a4c00d51,HXL,Hexcel Corporation,Major Chemicals,Basic Industries,SELL,565,2018-08-15,19:35,60,Melisent,Telford,Female,Canada,Athabasca
c0424c3a-6168-425d-b410-081120847428,ABR,Arbor Realty Trust,Real Estate Investment Trusts,Consumer Services,BUY,1635,2018-07-07,12:55,61,Teodor,Klimschak,Male,Russia,Krasnolesnyy
ceaf0573-8de9-409c-9e03-abd5fd1be658,HBNC,Horizon Bancorp (IN),Major Banks,Finance,BUY,7580,2018-10-10,19:38,62,Lek,Pocknoll,Male,Brazil,Valença
90f90adc-83d9-4e8e-9db6-bf83eb5fda20,ALGT,Allegiant Travel Company,Air Freight/Delivery Services,Transportation,SELL,3616,2019-02-04,15:55,63,Catina,MacKee,Female,Japan,Mibu
af254383-d09c-4765-9525-3b1a0eaa00c1,USEG,U.S. Energy Corp.,Oil & Gas Production,Energy,SELL,6977,2019-01-02,8:47,64,Clevie,Pickin,Male,China,Zaoxi
71f1b545-290c-4e22-9dbe-4ec888b6f092,LONE,Lonestar Resources US Inc.,Oil & Gas Production,Energy,SELL,4926,2019-02-26,0:51,65,Carolee,Bowditch,Female,China,Sanshui
94a90012-068a-432c-bf69-4db250a42a15,HLS,HealthSouth Corporation,Hospital/Nursing Management,Health Care,SELL,7192,2019-03-19,15:00,66,Seumas,Roussel,Male,China,Shilong
3a4ac1e1-563d-45a0-896b-1f9bc38ceb79,FIXD,First Trust TCW Opportunistic Fixed Income ETF,n/a,n/a,SELL,6469,2018-11-10,7:09,67,Ellis,Blaker,Male,Egypt,Damietta
b19b69e5-42b8-4f9d-91e1-608150365b79,FR,"First Industrial Realty Trust, Inc.",Real Estate Investment Trusts,Consumer Services,SELL,9658,2018-09-27,1:32,68,Britt,Tofful,Female,Greece,Prámanta
a94177a7-a6a1-4c6d-8d29-fe7f00d62d1f,MPV,Barings Participation Investors,n/a,n/a,BUY,7487,2019-03-24,12:08,69,Cyndy,Rising,Female,Mexico,Jose Maria Morelos
779fcb80-c7a0-41b8-b365-34662082f60c,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,n/a,n/a,SELL,8024,2018-10-27,21:12,70,Adriane,Kilby,Female,China,Deqing
9931e439-c8b8-4144-8d04-f0d35ab134e8,TS,Tenaris S.A.,Steel/Iron Ore,Basic Industries,SELL,6437,2018-04-17,7:14,71,Kermie,Eatock,Male,Poland,Winnica
166ce392-5cde-4bdc-8f77-91e6057b29ff,IHD,Voya Emerging Markets High Income Dividend Equity Fund,n/a,n/a,BUY,2636,2019-04-10,3:08,72,Pauline,Dreinan,Female,Czech Republic,Petřvald
f4244d47-da8a-4115-9d68-f1e947173037,DEST,Destination Maternity Corporation,Clothing/Shoe/Accessory Stores,Consumer Services,BUY,2519,2018-06-26,7:37,73,Melisa,Filmer,Female,Croatia,Baška Voda
5fdb3e10-d26a-451d-9b87-3669f8701af4,SINA,Sina Corporation,Computer Software: Prepackaged Software,Technology,BUY,8287,2019-03-15,18:01,74,Seward,Shadbolt,Male,Philippines,Canjulao
16fa4eb0-b84e-4474-8cd0-9a6ab42d134d,FNBG,FNB Bancorp,Major Banks,Finance,SELL,9809,2018-06-21,20:11,75,Jacki,Lindenberg,Female,Czech Republic,Bechyně
bb6c2c64-2728-492c-b4c8-d0e07575775a,FSS,Federal Signal Corporation,Auto Manufacturing,Capital Goods,BUY,4190,2018-09-24,6:13,76,Ramsey,Frie,Male,China,Xincheng
6e266fd2-9c69-41b7-816b-9534cd20f879,ALJ,"Alon USA Energy, Inc.",Integrated oil Companies,Energy,BUY,8492,2018-08-31,9:12,77,Sheree,Northing,Female,Mexico,La Palma
86eb4860-97c1-476a-aa92-b08445687589,GNCA,"Genocea Biosciences, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,BUY,513,2018-07-13,11:06,78,Clark,Skinner,Male,Tunisia,Skhira
e1db3ed0-841b-40d1-b72b-6abc9790804d,COLL,"Collegium Pharmaceutical, Inc.",Major Pharmaceuticals,Health Care,SELL,2002,2019-01-04,21:08,79,Indira,Kingswold,Female,Ukraine,Markova
9f02fdfc-3a8f-45d6-a83a-e5341f1c2150,JMLP,Nuveen All Cap Energy MLP Opportunities Fund,n/a,n/a,SELL,420,2019-01-20,18:27,80,Alecia,Wynch,Female,Brazil,São José de Mipibu
40346178-8dca-4df6-b910-969bf740b658,TEO,Telecom Argentina Stet - France Telecom S.A.,Telecommunications Equipment,Public Utilities,BUY,4347,2018-12-21,14:07,81,Lenora,Dable,Female,China,Lijia
07001823-a60e-4cac-9ce6-6d0ce7a76e06,CENTA,Central Garden & Pet Company,Consumer Specialties,Consumer Durables,SELL,1371,2019-03-27,8:46,82,Rhianna,Comusso,Female,Colombia,Murindó
f6d06916-88c4-4ea4-b800-7b710a0690b5,ADMA,ADMA Biologics Inc,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,SELL,6371,2018-06-30,22:00,83,Glenden,Melanaphy,Male,Canada,Devon
bcb66862-62d7-46c1-a0dc-db240592250a,POR,Portland General Electric Company,Electric Utilities: Central,Public Utilities,BUY,6545,2018-07-27,10:19,84,Heida,McCobb,Female,Poland,Czchów
759a14c4-016b-4b8f-a269-dbf4b660aed5,CLVS,"Clovis Oncology, Inc.",Major Pharmaceuticals,Health Care,BUY,3979,2018-07-02,10:51,85,Wrennie,Pallatina,Female,Poland,Piotrków Trybunalski
bc79b795-ba37-4630-8f50-cc67239eb819,FMCIU,Forum Merger Corporation,Business Services,Finance,SELL,7075,2018-10-09,15:56,86,Bernie,Nealand,Male,Portugal,Corga
f9338bc4-9995-40c4-9c1e-64036dc47210,GPIC,Gaming Partners International Corporation,Recreational Products/Toys,Consumer Non-Durables,BUY,2568,2019-04-01,6:55,87,Betteanne,O'Canavan,Female,China,Erdao
72eb50e3-689d-4f72-977d-71354a7bd57f,NTZ,"Natuzzi, S.p.A.",Home Furnishings,Consumer Durables,SELL,4698,2018-07-18,17:19,88,Sapphira,Britt,Female,Madagascar,Farafangana
d7097e1f-3c64-4a07-8d6b-5ffb9d19f90c,ARLZ,Aralez Pharmaceuticals Inc.,Major Pharmaceuticals,Health Care,BUY,7889,2018-05-03,4:29,89,Tobey,Birth,Female,China,Xincun
f1832bb2-6126-42ec-8ae3-bddbdc7b9c06,CNQ,Canadian Natural Resources Limited,Oil & Gas Production,Energy,SELL,4633,2018-09-27,15:29,90,Barri,Rickets,Male,Czech Republic,Bochov
224f3adb-22ea-48dd-a09f-d904af498258,BCTF,"Bancorp 34, Inc.",Savings Institutions,Finance,SELL,9260,2018-07-20,16:21,91,Katey,Mounter,Female,Portugal,Marinhais
239016b4-d396-4b65-98d9-2df6970797ae,HELE,Helen of Troy Limited,Home Furnishings,Consumer Durables,BUY,8285,2018-11-09,21:21,92,Melisa,Baudassi,Female,Honduras,San Juan de Planes
c857319f-c3b6-4c6f-a1a5-0a0b30ac7663,ETP,"Energy Transfer Partners, L.P.",Natural Gas Distribution,Energy,SELL,4633,2018-05-30,4:24,93,Tyrone,Muzzlewhite,Male,Ethiopia,Dodola
c852c284-d550-483d-82f3-ed9b9299bf46,QTWO,"Q2 Holdings, Inc.",Computer Software: Prepackaged Software,Technology,BUY,5996,2018-04-22,5:43,94,Torrey,Scoyles,Male,Indonesia,Campurrejo
abe948b0-6d51-46cd-afc4-318bf0ecaf75,T,AT&T Inc.,Telecommunications Equipment,Public Utilities,BUY,8751,2019-02-28,6:18,95,Levin,Duerdin,Male,Canada,Casselman
9bd03c5f-c7f1-4efa-9d21-0b7c205c7d1e,AGFSW,"AgroFresh Solutions, Inc.",Business Services,Finance,BUY,9472,2018-06-09,14:15,96,Brit,Glisenan,Female,Indonesia,Wewit
6d4186ea-41a0-4f94-9759-ee761012b2a2,FINX,Global X FinTech ETF,n/a,n/a,BUY,6902,2018-06-17,10:43,97,Anastasie,Shimmin,Female,Yemen,Al Maḩjal
8e0d7438-1bdb-41c9-9b81-29efd8f1daf4,OHGI,"One Horizon Group, Inc.",Telecommunications Equipment,Public Utilities,SELL,8666,2018-06-19,9:16,98,Kort,Sumner,Male,China,Junxi
cc7b4b51-8ff2-47c7-9f5d-47cbf8399fdf,DTE,DTE Energy Company,Electric Utilities: Central,Public Utilities,SELL,1986,2019-02-11,1:02,99,Maggie,Sodory,Female,Russia,Novoshakhtinskiy
6998434c-530b-4012-bc38-efe0db4b1afc,MORN,"Morningstar, Inc.",Investment Managers,Finance,BUY,7972,2018-09-15,22:26,100,Aaren,Grace,Female,Austria,Sankt Andrä-Höch
e4c3338e-25ed-437b-89cf-d0c57bffa445,AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,n/a,n/a,BUY,9233,2019-03-18,20:04,101,Sig,Pioli,Male,Poland,Kolsko
eac707e8-0b75-4009-b402-aa38aa2aedce,FRT,Federal Realty Investment Trust,Real Estate Investment Trusts,Consumer Services,SELL,8466,2018-09-14,9:13,102,Wright,Pavey,Male,China,Hengshui
8ee48895-bb1d-4d42-9f10-893ec85281ad,NXR,Nuveen Select Tax Free Income Portfolio III,n/a,n/a,BUY,2613,2019-03-27,10:47,103,Renate,Chessill,Female,Myanmar,Syriam
3274d10f-406d-4764-832c-975a7796d803,ECA,Encana Corporation,Oil & Gas Production,Energy,BUY,1295,2018-09-18,7:01,104,Rebekkah,Bowry,Female,Indonesia,Anin
f4af6fb0-974c-42cc-93c8-79b2355a8bbb,SUP,"Superior Industries International, Inc.",Auto Parts:O.E.M.,Capital Goods,BUY,6365,2019-04-12,19:07,105,Eben,Skocroft,Male,China,Wujian
fce98a0d-4b99-4aea-b7e7-6f74066742fe,MED,MEDIFAST INC,Packaged Foods,Consumer Non-Durables,SELL,8045,2019-01-18,2:40,106,Mabelle,Arbuckle,Female,Turkmenistan,Türkmenbaşy
2026aea1-6f2d-4f67-aaef-0cb70fea5353,KAAC,Kayne Anderson Acquisition Corp.,Business Services,Finance,SELL,9987,2018-12-19,6:00,107,Hyacinthe,Densumbe,Female,Mongolia,Balgatay
824b486c-d715-43e1-8cae-290da2ec8772,MRT,"MedEquities Realty Trust, Inc.",Real Estate Investment Trusts,Consumer Services,BUY,9199,2018-05-23,1:02,108,Jessalin,Saladine,Female,China,Siyang
33ac8e85-63b7-46e8-95f6-c7bd7c91c64e,VNO,Vornado Realty Trust,Real Estate Investment Trusts,Consumer Services,SELL,606,2018-07-28,17:29,109,Kalinda,Canet,Female,Mexico,Lagunillas
75795c3a-9d4a-4811-a1cd-786225b5f3c0,PCH,Potlatch Corporation,Real Estate Investment Trusts,Consumer Services,BUY,9713,2018-12-03,18:26,110,Patric,Carnock,Male,Philippines,Himensulan
d9df7dd1-aa75-42b2-9319-7ea9e83abadd,ITG,"Investment Technology Group, Inc.",Investment Bankers/Brokers/Service,Finance,SELL,2699,2018-06-12,2:29,111,Melania,Jacquemet,Female,Egypt,Sumusţā as Sulţānī
bf0b71ad-ead6-423a-9419-31c15600eac7,APH,Amphenol Corporation,Electrical Products,Capital Goods,BUY,5138,2019-03-30,7:26,112,Gabe,Musker,Male,Indonesia,Mulyo
30f466a0-124f-4c29-9ed5-547d48c32544,CHDN,"Churchill Downs, Incorporated",Services-Misc. Amusement & Recreation,Consumer Services,BUY,489,2019-02-14,3:48,113,Hestia,Leftbridge,Female,Guatemala,San Miguel Chicaj
58aa24be-0a87-4f62-afc2-20ca0aa75d4a,BRO,"Brown & Brown, Inc.",Specialty Insurers,Finance,BUY,8215,2019-04-12,6:51,114,Larry,Barrabeale,Male,China,Tuanzhou
ccfaaea4-4369-4dd4-8914-27acb9ca06c4,LEJU,Leju Holdings Limited,Real Estate,Finance,SELL,4721,2018-06-02,4:18,115,Willa,Glassman,Female,France,Frontignan
8ca4e3f0-cd97-480b-9cae-cf38538f0aae,KODK.WS.A,Eastman Kodak Company,n/a,n/a,SELL,3667,2019-01-06,1:02,116,Orran,Aleksich,Male,Brazil,Itapevi
79782f5f-350c-4e3e-b82c-22f5330e6dce,PGLC,Pershing Gold Corporation,Precious Metals,Basic Industries,BUY,8708,2018-11-25,7:27,117,Lucho,Peirone,Male,Brazil,Não Me Toque
942ed851-1120-40ab-90de-8fc740f230b4,GES,"Guess?, Inc.",Apparel,Consumer Non-Durables,SELL,341,2018-06-07,11:28,118,Audrey,Blankhorn,Female,Philippines,Batan
79234188-c299-4596-8a60-f1e6b5be368d,SWP,"Stanley Black & Decker, Inc.",Industrial Machinery/Components,Capital Goods,SELL,9430,2018-08-03,17:17,119,Babb,Phin,Female,Indonesia,Oeri’u
9f48eea8-38be-4c78-b379-db2124c60593,CSTR,"CapStar Financial Holdings, Inc.",Major Banks,Finance,SELL,4959,2018-06-23,11:01,120,Udell,Lube,Male,Mongolia,Chandmanĭ
28e1f338-f318-455b-a667-d1839852b54d,VTNR,"Vertex Energy, Inc",Integrated oil Companies,Energy,BUY,550,2018-11-03,14:31,121,Georgetta,Adshede,Female,Canada,Magog
5438dee1-129a-44b4-9aa5-37923cdac7c6,FEYE,"FireEye, Inc.",Computer peripheral equipment,Technology,BUY,712,2019-01-23,23:44,122,Jo,Newing,Male,China,Pingling
1aad1c47-1f38-4d40-a4c2-e05b5ed42fc0,OII,"Oceaneering International, Inc.",Oilfield Services/Equipment,Energy,BUY,968,2018-11-30,23:24,123,Leilah,Yemm,Female,Indonesia,Masaran
4162b2ea-3749-472c-9f56-66d27dfe2b1b,PFSI,"PennyMac Financial Services, Inc.",Finance: Consumer Services,Finance,SELL,3795,2019-02-19,23:53,124,Nani,MacClure,Female,Slovenia,Polzela
36c2ef3b-8ab8-468d-b3c1-0c6ac4146996,INGR,Ingredion Incorporated,Packaged Foods,Consumer Non-Durables,SELL,7530,2019-03-04,2:30,125,Andee,Kornyshev,Female,Indonesia,Jampang Tengah
c2748302-263b-4396-bc4c-c35896c299d7,FDP,"Fresh Del Monte Produce, Inc.",Farming/Seeds/Milling,Consumer Non-Durables,BUY,3652,2018-06-10,6:39,126,Oriana,Westwell,Female,Poland,Gierałtowice
6e0bcc31-ecad-427c-bbd9-04af6e27b8d0,AGD,Alpine Global Dynamic Dividend Fund,n/a,n/a,SELL,190,2019-03-23,12:05,127,Vanessa,Cranna,Female,Russia,Korkino
157d9a67-1f6b-4666-90d4-14cbeeed2664,BAX,Baxter International Inc.,Medical/Dental Instruments,Health Care,SELL,4036,2019-03-23,3:00,128,Cristy,Foston,Female,Indonesia,Tukbur
307c9b43-a962-496c-bb8d-a0145c701a7d,ENIA,Enel Americas S.A.,Electric Utilities: Central,Public Utilities,BUY,3931,2019-02-17,21:08,129,Ilario,Mc Carrick,Male,Russia,Kadyy
284b57c7-7636-405f-84c3-8480d494b757,STT^E,State Street Corporation,n/a,n/a,BUY,3715,2018-10-19,1:01,130,Margarita,Tappin,Female,Norway,Bergen
1b145029-dca3-4969-950c-df6f85e54639,XLNX,"Xilinx, Inc.",Semiconductors,Technology,BUY,9525,2018-12-27,3:39,131,Carey,Torrent,Male,Indonesia,Nunbaundelha
